At_ID,At_Class,At_State,Month,Sales
461,Nurse,CA,6,5
461,Nurse,CA,7,5
461,Nurse,CA,8,5
461,Nurse,CA,9,5
461,Nurse,CA,10,5
461,Nurse,CA,11,5
461,Nurse,CA,12,5
461,Nurse,CA,13,5
461,Nurse,CA,14,5
461,Nurse,CA,15,5
461,Nurse,CA,16,5
461,Nurse,CA,17,5
461,Nurse,CA,18,5
461,Nurse,CA,19,5
461,Nurse,CA,20,5
461,Nurse,CA,21,5
461,Nurse,CA,22,5
461,Nurse,CA,23,5
461,Nurse,CA,24,5
510,Physician,NY,1,6
510,Physician,NY,2,1
510,Physician,NY,3,2
510,Physician,NY,4,5
510,Physician,NY,5,4
510,Physician,NY,6,1
510,Physician,NY,7,3
510,Physician,NY,8,6
510,Physician,NY,9,5
510,Physician,NY,10,5
510,Physician,NY,11,5
510,Physician,NY,12,5
510,Physician,NY,13,3
510,Physician,NY,14,1
510,Physician,NY,15,3
510,Physician,NY,16,1
510,Physician,NY,17,6
510,Physician,NY,18,5
510,Physician,NY,19,5
510,Physician,NY,20,3
510,Physician,NY,21,3
510,Physician,NY,22,4
510,Physician,NY,23,1
510,Physician,NY,24,4
568,Physician,IL,1,2
568,Physician,IL,2,2
568,Physician,IL,3,2
568,Physician,IL,4,2
568,Physician,IL,5,2
568,Physician,IL,6,2
568,Physician,IL,7,2
568,Physician,IL,8,2
568,Physician,IL,9,2
568,Physician,IL,10,2
568,Physician,IL,11,2
568,Physician,IL,12,2
568,Physician,IL,13,2
568,Physician,IL,14,2
568,Physician,IL,15,2
568,Physician,IL,16,2
568,Physician,IL,17,2
568,Physician,IL,18,2
568,Physician,IL,19,2
568,Physician,IL,20,2
568,Physician,IL,21,2
568,Physician,IL,22,2
568,Physician,IL,23,2
568,Physician,IL,24,2
864,Nurse/Others,FL,1,5
864,Nurse/Others,FL,2,3
864,Nurse/Others,FL,3,3
864,Nurse/Others,FL,4,3
864,Nurse/Others,FL,5,4
864,Nurse/Others,FL,6,5
864,Nurse/Others,FL,7,2
864,Nurse/Others,FL,8,2
864,Nurse/Others,FL,9,6
864,Nurse/Others,FL,10,1
864,Nurse/Others,FL,11,3
864,Nurse/Others,FL,12,5
864,Nurse/Others,FL,13,2
864,Nurse/Others,FL,14,3
864,Nurse/Others,FL,15,6
864,Nurse/Others,FL,16,3
864,Nurse/Others,FL,17,5
864,Nurse/Others,FL,18,6
864,Nurse/Others,FL,19,3
864,Nurse/Others,FL,20,4
864,Nurse/Others,FL,21,1
864,Nurse/Others,FL,22,1
864,Nurse/Others,FL,23,1
864,Nurse/Others,FL,24,1
452,Nurse/Others,MI,1,6
452,Nurse/Others,MI,2,5
452,Nurse/Others,MI,3,2
452,Nurse/Others,MI,4,3
452,Nurse/Others,MI,5,2
452,Nurse/Others,MI,6,3
452,Nurse/Others,MI,7,3
452,Nurse/Others,MI,8,6
452,Nurse/Others,MI,9,4
452,Nurse/Others,MI,10,3
452,Nurse/Others,MI,11,4
452,Nurse/Others,MI,12,1
452,Nurse/Others,MI,13,1
452,Nurse/Others,MI,14,1
452,Nurse/Others,MI,15,1
452,Nurse/Others,MI,16,5
452,Nurse/Others,MI,17,4
452,Nurse/Others,MI,18,5
452,Nurse/Others,MI,19,1
452,Nurse/Others,MI,20,4
452,Nurse/Others,MI,21,2
452,Nurse/Others,MI,22,1
452,Nurse/Others,MI,23,4
452,Nurse/Others,MI,24,1
50,Nurse/Others,CA,1,1
50,Nurse/Others,CA,2,1
50,Nurse/Others,CA,3,2
50,Nurse/Others,CA,4,4
50,Nurse/Others,CA,5,1
50,Nurse/Others,CA,6,2
50,Nurse/Others,CA,7,4
50,Nurse/Others,CA,8,3
50,Nurse/Others,CA,9,3
50,Nurse/Others,CA,10,4
50,Nurse/Others,CA,11,3
50,Nurse/Others,CA,12,6
50,Nurse/Others,CA,13,4
50,Nurse/Others,CA,14,2
50,Nurse/Others,CA,15,4
50,Nurse/Others,CA,16,1
50,Nurse/Others,CA,17,2
50,Nurse/Others,CA,18,1
50,Nurse/Others,CA,19,5
50,Nurse/Others,CA,20,1
50,Nurse/Others,CA,21,4
50,Nurse/Others,CA,22,2
50,Nurse/Others,CA,23,4
50,Nurse/Others,CA,24,3
977,Physician,NY,1,3
977,Physician,NY,2,1
977,Physician,NY,3,6
977,Physician,NY,4,4
977,Physician,NY,5,3
977,Physician,NY,6,3
977,Physician,NY,7,3
977,Physician,NY,8,4
977,Physician,NY,9,1
977,Physician,NY,10,5
977,Physician,NY,11,2
977,Physician,NY,12,6
977,Physician,NY,13,2
977,Physician,NY,14,5
977,Physician,NY,15,4
977,Physician,NY,16,6
977,Physician,NY,17,2
977,Physician,NY,18,5
977,Physician,NY,19,6
977,Physician,NY,20,4
977,Physician,NY,21,4
977,Physician,NY,22,5
977,Physician,NY,23,6
977,Physician,NY,24,6
631,Physician,IL,1,4
631,Physician,IL,2,2
631,Physician,IL,3,4
631,Physician,IL,4,3
631,Physician,IL,5,3
631,Physician,IL,6,1
631,Physician,IL,7,5
631,Physician,IL,8,1
631,Physician,IL,9,5
631,Physician,IL,10,5
631,Physician,IL,11,1
631,Physician,IL,12,2
631,Physician,IL,13,4
631,Physician,IL,14,5
631,Physician,IL,15,5
631,Physician,IL,16,4
631,Physician,IL,17,4
631,Physician,IL,18,2
631,Physician,IL,19,5
631,Physician,IL,20,1
631,Physician,IL,21,5
631,Physician,IL,22,4
631,Physician,IL,23,6
631,Physician,IL,24,4
572,Physician,IL,1,5
572,Physician,IL,2,6
572,Physician,IL,3,2
572,Physician,IL,4,2
572,Physician,IL,5,1
572,Physician,IL,6,1
572,Physician,IL,7,1
572,Physician,IL,8,1
572,Physician,IL,9,3
572,Physician,IL,10,6
572,Physician,IL,11,5
572,Physician,IL,12,5
572,Physician,IL,13,2
572,Physician,IL,14,1
572,Physician,IL,15,2
572,Physician,IL,16,6
572,Physician,IL,17,6
572,Physician,IL,18,1
572,Physician,IL,19,1
572,Physician,IL,20,2
572,Physician,IL,21,3
572,Physician,IL,22,6
572,Physician,IL,23,6
572,Physician,IL,24,1
673,Nurse/Others,CA,1,6
673,Nurse/Others,CA,2,1
673,Nurse/Others,CA,3,2
673,Nurse/Others,CA,4,5
673,Nurse/Others,CA,5,2
673,Nurse/Others,CA,6,4
673,Nurse/Others,CA,7,5
673,Nurse/Others,CA,8,4
673,Nurse/Others,CA,9,2
673,Nurse/Others,CA,10,5
673,Nurse/Others,CA,11,5
673,Nurse/Others,CA,12,6
673,Nurse/Others,CA,13,3
673,Nurse/Others,CA,14,3
673,Nurse/Others,CA,15,1
673,Nurse/Others,CA,16,6
673,Nurse/Others,CA,17,5
673,Nurse/Others,CA,18,3
673,Nurse/Others,CA,19,1
673,Nurse/Others,CA,20,1
673,Nurse/Others,CA,21,3
673,Nurse/Others,CA,22,6
673,Nurse/Others,CA,23,5
673,Nurse/Others,CA,24,3
193,Nurse/Others,FL,1,6
193,Nurse/Others,FL,2,4
193,Nurse/Others,FL,3,3
193,Nurse/Others,FL,4,6
193,Nurse/Others,FL,5,6
193,Nurse/Others,FL,6,2
193,Nurse/Others,FL,7,5
193,Nurse/Others,FL,8,1
193,Nurse/Others,FL,9,4
193,Nurse/Others,FL,10,2
193,Nurse/Others,FL,11,2
193,Nurse/Others,FL,12,5
193,Nurse/Others,FL,13,2
193,Nurse/Others,FL,14,2
193,Nurse/Others,FL,15,1
193,Nurse/Others,FL,16,4
193,Nurse/Others,FL,17,4
193,Nurse/Others,FL,18,4
193,Nurse/Others,FL,19,4
193,Nurse/Others,FL,20,3
193,Nurse/Others,FL,21,3
193,Nurse/Others,FL,22,4
193,Nurse/Others,FL,23,5
193,Nurse/Others,FL,24,5
164,Physician,FL,1,3
164,Physician,FL,2,3
164,Physician,FL,3,3
164,Physician,FL,4,1
164,Physician,FL,5,4
164,Physician,FL,6,6
164,Physician,FL,7,6
164,Physician,FL,8,3
164,Physician,FL,9,5
164,Physician,FL,10,3
164,Physician,FL,11,6
164,Physician,FL,12,4
164,Physician,FL,13,2
164,Physician,FL,14,2
164,Physician,FL,15,4
164,Physician,FL,16,6
164,Physician,FL,17,3
164,Physician,FL,18,3
164,Physician,FL,19,3
164,Physician,FL,20,3
164,Physician,FL,21,3
164,Physician,FL,22,3
164,Physician,FL,23,2
164,Physician,FL,24,1
509,Physician,IL,1,2
509,Physician,IL,2,3
509,Physician,IL,3,1
509,Physician,IL,4,2
509,Physician,IL,5,5
509,Physician,IL,6,1
509,Physician,IL,7,2
509,Physician,IL,8,6
509,Physician,IL,9,3
509,Physician,IL,10,3
509,Physician,IL,11,4
509,Physician,IL,12,2
509,Physician,IL,13,4
509,Physician,IL,14,2
509,Physician,IL,15,3
509,Physician,IL,16,5
509,Physician,IL,17,5
509,Physician,IL,18,1
509,Physician,IL,19,3
509,Physician,IL,20,5
509,Physician,IL,21,2
509,Physician,IL,22,3
509,Physician,IL,23,1
509,Physician,IL,24,4
200,Physician,CA,1,6
200,Physician,CA,2,1
200,Physician,CA,3,2
200,Physician,CA,4,6
200,Physician,CA,5,6
200,Physician,CA,6,1
200,Physician,CA,7,6
200,Physician,CA,8,5
200,Physician,CA,9,3
200,Physician,CA,10,2
200,Physician,CA,11,4
200,Physician,CA,12,6
200,Physician,CA,13,1
200,Physician,CA,14,3
200,Physician,CA,15,3
200,Physician,CA,16,3
200,Physician,CA,17,4
200,Physician,CA,18,5
200,Physician,CA,19,5
200,Physician,CA,20,2
200,Physician,CA,21,3
200,Physician,CA,22,2
200,Physician,CA,23,5
200,Physician,CA,24,1
334,Physician,CA,1,6
334,Physician,CA,2,1
334,Physician,CA,3,1
334,Physician,CA,4,2
334,Physician,CA,5,3
334,Physician,CA,6,1
334,Physician,CA,7,6
334,Physician,CA,8,2
334,Physician,CA,9,6
334,Physician,CA,10,4
334,Physician,CA,11,6
334,Physician,CA,12,6
334,Physician,CA,13,4
334,Physician,CA,14,1
334,Physician,CA,15,3
334,Physician,CA,16,2
334,Physician,CA,17,2
334,Physician,CA,18,3
334,Physician,CA,19,1
334,Physician,CA,20,4
334,Physician,CA,21,1
334,Physician,CA,22,2
334,Physician,CA,23,6
334,Physician,CA,24,6
190,Physician,IL,1,2
190,Physician,IL,2,2
190,Physician,IL,3,6
190,Physician,IL,4,6
190,Physician,IL,5,1
190,Physician,IL,6,4
190,Physician,IL,7,6
190,Physician,IL,8,5
190,Physician,IL,9,4
190,Physician,IL,10,4
190,Physician,IL,11,5
190,Physician,IL,12,6
190,Physician,IL,13,2
190,Physician,IL,14,4
190,Physician,IL,15,4
190,Physician,IL,16,1
190,Physician,IL,17,5
190,Physician,IL,18,1
190,Physician,IL,19,4
190,Physician,IL,20,2
190,Physician,IL,21,3
190,Physician,IL,22,5
190,Physician,IL,23,1
190,Physician,IL,24,3
595,Physician,IL,1,5
595,Physician,IL,2,3
595,Physician,IL,3,1
595,Physician,IL,4,1
595,Physician,IL,5,2
595,Physician,IL,6,5
595,Physician,IL,7,2
595,Physician,IL,8,5
595,Physician,IL,9,4
595,Physician,IL,10,1
595,Physician,IL,11,4
595,Physician,IL,12,6
595,Physician,IL,13,2
595,Physician,IL,14,6
595,Physician,IL,15,6
595,Physician,IL,16,5
595,Physician,IL,17,1
595,Physician,IL,18,3
595,Physician,IL,19,6
595,Physician,IL,20,4
595,Physician,IL,21,3
595,Physician,IL,22,5
595,Physician,IL,23,3
595,Physician,IL,24,2
304,Nurse/Others,IL,1,2
304,Nurse/Others,IL,2,4
304,Nurse/Others,IL,3,6
304,Nurse/Others,IL,4,2
304,Nurse/Others,IL,5,3
304,Nurse/Others,IL,6,2
304,Nurse/Others,IL,7,5
304,Nurse/Others,IL,8,5
304,Nurse/Others,IL,9,1
304,Nurse/Others,IL,10,1
304,Nurse/Others,IL,11,4
304,Nurse/Others,IL,12,6
304,Nurse/Others,IL,13,5
304,Nurse/Others,IL,14,6
304,Nurse/Others,IL,15,4
304,Nurse/Others,IL,16,2
304,Nurse/Others,IL,17,1
304,Nurse/Others,IL,18,4
304,Nurse/Others,IL,19,2
304,Nurse/Others,IL,20,2
304,Nurse/Others,IL,21,1
304,Nurse/Others,IL,22,2
304,Nurse/Others,IL,23,6
304,Nurse/Others,IL,24,2
831,Physician,MI,1,3
831,Physician,MI,2,2
831,Physician,MI,3,2
831,Physician,MI,4,4
831,Physician,MI,5,5
831,Physician,MI,6,2
831,Physician,MI,7,1
831,Physician,MI,8,3
831,Physician,MI,9,3
831,Physician,MI,10,3
831,Physician,MI,11,1
831,Physician,MI,12,4
831,Physician,MI,13,6
831,Physician,MI,14,2
831,Physician,MI,15,1
831,Physician,MI,16,2
831,Physician,MI,17,3
831,Physician,MI,18,5
831,Physician,MI,19,4
831,Physician,MI,20,4
831,Physician,MI,21,1
831,Physician,MI,22,6
831,Physician,MI,23,4
831,Physician,MI,24,3
325,Physician,NY,1,2
325,Physician,NY,2,5
325,Physician,NY,3,5
325,Physician,NY,4,5
325,Physician,NY,5,4
325,Physician,NY,6,6
325,Physician,NY,7,3
325,Physician,NY,8,6
325,Physician,NY,9,6
325,Physician,NY,10,3
325,Physician,NY,11,4
325,Physician,NY,12,3
325,Physician,NY,13,4
325,Physician,NY,14,5
325,Physician,NY,15,4
325,Physician,NY,16,6
325,Physician,NY,17,6
325,Physician,NY,18,4
325,Physician,NY,19,5
325,Physician,NY,20,4
325,Physician,NY,21,4
325,Physician,NY,22,1
325,Physician,NY,23,5
325,Physician,NY,24,2
632,Nurse/Others,NY,1,2
632,Nurse/Others,NY,2,2
632,Nurse/Others,NY,3,1
632,Nurse/Others,NY,4,5
632,Nurse/Others,NY,5,6
632,Nurse/Others,NY,6,5
632,Nurse/Others,NY,7,1
632,Nurse/Others,NY,8,6
632,Nurse/Others,NY,9,2
632,Nurse/Others,NY,10,4
632,Nurse/Others,NY,11,6
632,Nurse/Others,NY,12,2
632,Nurse/Others,NY,13,2
632,Nurse/Others,NY,14,2
632,Nurse/Others,NY,15,1
632,Nurse/Others,NY,16,2
632,Nurse/Others,NY,17,2
632,Nurse/Others,NY,18,3
632,Nurse/Others,NY,19,2
632,Nurse/Others,NY,20,3
632,Nurse/Others,NY,21,5
632,Nurse/Others,NY,22,5
632,Nurse/Others,NY,23,6
632,Nurse/Others,NY,24,3
551,Physician,FL,1,2
551,Physician,FL,2,6
551,Physician,FL,3,1
551,Physician,FL,4,4
551,Physician,FL,5,4
551,Physician,FL,6,6
551,Physician,FL,7,5
551,Physician,FL,8,4
551,Physician,FL,9,5
551,Physician,FL,10,4
551,Physician,FL,11,6
551,Physician,FL,12,6
551,Physician,FL,13,2
551,Physician,FL,14,4
551,Physician,FL,15,6
551,Physician,FL,16,6
551,Physician,FL,17,5
551,Physician,FL,18,6
551,Physician,FL,19,4
551,Physician,FL,20,6
551,Physician,FL,21,2
551,Physician,FL,22,2
551,Physician,FL,23,2
551,Physician,FL,24,3
83,Physician,CA,1,6
83,Physician,CA,2,6
83,Physician,CA,3,4
83,Physician,CA,4,5
83,Physician,CA,5,2
83,Physician,CA,6,1
83,Physician,CA,7,4
83,Physician,CA,8,4
83,Physician,CA,9,3
83,Physician,CA,10,6
83,Physician,CA,11,5
83,Physician,CA,12,5
83,Physician,CA,13,4
83,Physician,CA,14,2
83,Physician,CA,15,4
83,Physician,CA,16,3
83,Physician,CA,17,2
83,Physician,CA,18,2
83,Physician,CA,19,2
83,Physician,CA,20,3
83,Physician,CA,21,2
83,Physician,CA,22,2
83,Physician,CA,23,5
83,Physician,CA,24,6
516,Nurse/Others,MI,1,4
516,Nurse/Others,MI,2,1
516,Nurse/Others,MI,3,6
516,Nurse/Others,MI,4,4
516,Nurse/Others,MI,5,1
516,Nurse/Others,MI,6,4
516,Nurse/Others,MI,7,2
516,Nurse/Others,MI,8,1
516,Nurse/Others,MI,9,6
516,Nurse/Others,MI,10,6
516,Nurse/Others,MI,11,6
516,Nurse/Others,MI,12,6
516,Nurse/Others,MI,13,3
516,Nurse/Others,MI,14,4
516,Nurse/Others,MI,15,6
516,Nurse/Others,MI,16,5
516,Nurse/Others,MI,17,2
516,Nurse/Others,MI,18,1
516,Nurse/Others,MI,19,2
516,Nurse/Others,MI,20,5
516,Nurse/Others,MI,21,4
516,Nurse/Others,MI,22,1
516,Nurse/Others,MI,23,3
516,Nurse/Others,MI,24,5
251,Physician,NY,1,4
251,Physician,NY,2,3
251,Physician,NY,3,6
251,Physician,NY,4,1
251,Physician,NY,5,1
251,Physician,NY,6,3
251,Physician,NY,7,2
251,Physician,NY,8,5
251,Physician,NY,9,3
251,Physician,NY,10,1
251,Physician,NY,11,1
251,Physician,NY,12,1
251,Physician,NY,13,5
251,Physician,NY,14,4
251,Physician,NY,15,4
251,Physician,NY,16,3
251,Physician,NY,17,2
251,Physician,NY,18,4
251,Physician,NY,19,4
251,Physician,NY,20,6
251,Physician,NY,21,3
251,Physician,NY,22,3
251,Physician,NY,23,2
251,Physician,NY,24,4
462,Nurse/Others,IL,1,5
462,Nurse/Others,IL,2,6
462,Nurse/Others,IL,3,3
462,Nurse/Others,IL,4,6
462,Nurse/Others,IL,5,6
462,Nurse/Others,IL,6,1
462,Nurse/Others,IL,7,3
462,Nurse/Others,IL,8,3
462,Nurse/Others,IL,9,6
462,Nurse/Others,IL,10,1
462,Nurse/Others,IL,11,5
462,Nurse/Others,IL,12,1
462,Nurse/Others,IL,13,2
462,Nurse/Others,IL,14,2
462,Nurse/Others,IL,15,1
462,Nurse/Others,IL,16,3
462,Nurse/Others,IL,17,5
462,Nurse/Others,IL,18,3
462,Nurse/Others,IL,19,3
462,Nurse/Others,IL,20,5
462,Nurse/Others,IL,21,5
462,Nurse/Others,IL,22,1
462,Nurse/Others,IL,23,4
462,Nurse/Others,IL,24,1
159,Nurse/Others,NY,1,3
159,Nurse/Others,NY,2,2
159,Nurse/Others,NY,3,2
159,Nurse/Others,NY,4,5
159,Nurse/Others,NY,5,4
159,Nurse/Others,NY,6,1
159,Nurse/Others,NY,7,6
159,Nurse/Others,NY,8,4
159,Nurse/Others,NY,9,4
159,Nurse/Others,NY,10,4
159,Nurse/Others,NY,11,4
159,Nurse/Others,NY,12,2
159,Nurse/Others,NY,13,6
159,Nurse/Others,NY,14,5
159,Nurse/Others,NY,15,1
159,Nurse/Others,NY,16,6
159,Nurse/Others,NY,17,4
159,Nurse/Others,NY,18,3
159,Nurse/Others,NY,19,4
159,Nurse/Others,NY,20,6
159,Nurse/Others,NY,21,4
159,Nurse/Others,NY,22,1
159,Nurse/Others,NY,23,5
159,Nurse/Others,NY,24,2
139,Physician,IL,1,5
139,Physician,IL,2,6
139,Physician,IL,3,2
139,Physician,IL,4,1
139,Physician,IL,5,6
139,Physician,IL,6,4
139,Physician,IL,7,3
139,Physician,IL,8,3
139,Physician,IL,9,5
139,Physician,IL,10,2
139,Physician,IL,11,6
139,Physician,IL,12,4
139,Physician,IL,13,4
139,Physician,IL,14,4
139,Physician,IL,15,4
139,Physician,IL,16,6
139,Physician,IL,17,2
139,Physician,IL,18,6
139,Physician,IL,19,6
139,Physician,IL,20,6
139,Physician,IL,21,2
139,Physician,IL,22,5
139,Physician,IL,23,4
139,Physician,IL,24,5
497,Nurse/Others,MI,1,4
497,Nurse/Others,MI,2,1
497,Nurse/Others,MI,3,6
497,Nurse/Others,MI,4,5
497,Nurse/Others,MI,5,5
497,Nurse/Others,MI,6,5
497,Nurse/Others,MI,7,6
497,Nurse/Others,MI,8,1
497,Nurse/Others,MI,9,3
497,Nurse/Others,MI,10,1
497,Nurse/Others,MI,11,1
497,Nurse/Others,MI,12,2
497,Nurse/Others,MI,13,4
497,Nurse/Others,MI,14,6
497,Nurse/Others,MI,15,1
497,Nurse/Others,MI,16,1
497,Nurse/Others,MI,17,4
497,Nurse/Others,MI,18,5
497,Nurse/Others,MI,19,1
497,Nurse/Others,MI,20,1
497,Nurse/Others,MI,21,1
497,Nurse/Others,MI,22,4
497,Nurse/Others,MI,23,2
497,Nurse/Others,MI,24,2
771,Physician,FL,1,2
771,Physician,FL,2,2
771,Physician,FL,3,2
771,Physician,FL,4,2
771,Physician,FL,5,2
771,Physician,FL,6,2
771,Physician,FL,7,2
771,Physician,FL,8,2
771,Physician,FL,9,2
771,Physician,FL,10,2
771,Physician,FL,11,2
771,Physician,FL,12,2
771,Physician,FL,13,2
771,Physician,FL,14,2
771,Physician,FL,15,2
771,Physician,FL,16,2
771,Physician,FL,17,2
771,Physician,FL,18,2
771,Physician,FL,19,2
771,Physician,FL,20,2
771,Physician,FL,21,2
771,Physician,FL,22,2
771,Physician,FL,23,2
771,Physician,FL,24,2
417,Physician,MI,1,6
417,Physician,MI,2,4
417,Physician,MI,3,2
417,Physician,MI,4,2
417,Physician,MI,5,5
417,Physician,MI,6,2
417,Physician,MI,7,5
417,Physician,MI,8,2
417,Physician,MI,9,5
417,Physician,MI,10,4
417,Physician,MI,11,3
417,Physician,MI,12,6
417,Physician,MI,13,3
417,Physician,MI,14,4
417,Physician,MI,15,6
417,Physician,MI,16,3
417,Physician,MI,17,2
417,Physician,MI,18,6
417,Physician,MI,19,6
417,Physician,MI,20,5
417,Physician,MI,21,2
417,Physician,MI,22,2
417,Physician,MI,23,4
417,Physician,MI,24,5
545,Physician,IL,1,6
545,Physician,IL,2,2
545,Physician,IL,3,5
545,Physician,IL,4,4
545,Physician,IL,5,2
545,Physician,IL,6,6
545,Physician,IL,7,2
545,Physician,IL,8,4
545,Physician,IL,9,6
545,Physician,IL,10,6
545,Physician,IL,11,2
545,Physician,IL,12,5
545,Physician,IL,13,1
545,Physician,IL,14,2
545,Physician,IL,15,3
545,Physician,IL,16,2
545,Physician,IL,17,4
545,Physician,IL,18,5
545,Physician,IL,19,3
545,Physician,IL,20,1
545,Physician,IL,21,3
545,Physician,IL,22,1
545,Physician,IL,23,5
545,Physician,IL,24,5
770,Physician,NY,1,2
770,Physician,NY,2,5
770,Physician,NY,3,6
770,Physician,NY,4,6
770,Physician,NY,5,6
770,Physician,NY,6,6
770,Physician,NY,7,4
770,Physician,NY,8,5
770,Physician,NY,9,6
770,Physician,NY,10,3
770,Physician,NY,11,2
770,Physician,NY,12,3
770,Physician,NY,13,1
770,Physician,NY,14,2
770,Physician,NY,15,4
770,Physician,NY,16,5
770,Physician,NY,17,5
770,Physician,NY,18,5
770,Physician,NY,19,1
770,Physician,NY,20,3
770,Physician,NY,21,2
770,Physician,NY,22,6
770,Physician,NY,23,3
770,Physician,NY,24,5
394,Physician,IL,1,2
394,Physician,IL,2,5
394,Physician,IL,3,4
394,Physician,IL,4,4
394,Physician,IL,5,1
394,Physician,IL,6,3
394,Physician,IL,7,6
394,Physician,IL,8,1
394,Physician,IL,9,2
394,Physician,IL,10,3
394,Physician,IL,11,2
394,Physician,IL,12,4
394,Physician,IL,13,2
394,Physician,IL,14,1
394,Physician,IL,15,5
394,Physician,IL,16,3
394,Physician,IL,17,6
394,Physician,IL,18,2
394,Physician,IL,19,3
394,Physician,IL,20,2
394,Physician,IL,21,2
394,Physician,IL,22,1
394,Physician,IL,23,6
394,Physician,IL,24,6
639,Nurse/Others,CA,1,4
639,Nurse/Others,CA,2,2
639,Nurse/Others,CA,3,2
639,Nurse/Others,CA,4,1
639,Nurse/Others,CA,5,5
639,Nurse/Others,CA,6,5
639,Nurse/Others,CA,7,6
639,Nurse/Others,CA,8,3
639,Nurse/Others,CA,9,6
639,Nurse/Others,CA,10,3
639,Nurse/Others,CA,11,4
639,Nurse/Others,CA,12,3
639,Nurse/Others,CA,13,3
639,Nurse/Others,CA,14,2
639,Nurse/Others,CA,15,2
639,Nurse/Others,CA,16,1
639,Nurse/Others,CA,17,1
639,Nurse/Others,CA,18,1
639,Nurse/Others,CA,19,2
639,Nurse/Others,CA,20,5
639,Nurse/Others,CA,21,4
639,Nurse/Others,CA,22,2
639,Nurse/Others,CA,23,5
639,Nurse/Others,CA,24,6
658,Nurse/Others,NY,1,1
658,Nurse/Others,NY,2,5
658,Nurse/Others,NY,3,1
658,Nurse/Others,NY,4,5
658,Nurse/Others,NY,5,2
658,Nurse/Others,NY,6,2
658,Nurse/Others,NY,7,5
658,Nurse/Others,NY,8,1
658,Nurse/Others,NY,9,4
658,Nurse/Others,NY,10,3
658,Nurse/Others,NY,11,5
658,Nurse/Others,NY,12,1
658,Nurse/Others,NY,13,1
658,Nurse/Others,NY,14,1
658,Nurse/Others,NY,15,4
658,Nurse/Others,NY,16,2
658,Nurse/Others,NY,17,3
658,Nurse/Others,NY,18,4
658,Nurse/Others,NY,19,3
658,Nurse/Others,NY,20,2
658,Nurse/Others,NY,21,6
658,Nurse/Others,NY,22,2
658,Nurse/Others,NY,23,3
658,Nurse/Others,NY,24,1
152,Nurse/Others,IL,1,6
152,Nurse/Others,IL,2,2
152,Nurse/Others,IL,3,5
152,Nurse/Others,IL,4,4
152,Nurse/Others,IL,5,1
152,Nurse/Others,IL,6,4
152,Nurse/Others,IL,7,1
152,Nurse/Others,IL,8,3
152,Nurse/Others,IL,9,4
152,Nurse/Others,IL,10,4
152,Nurse/Others,IL,11,3
152,Nurse/Others,IL,12,4
152,Nurse/Others,IL,13,4
152,Nurse/Others,IL,14,3
152,Nurse/Others,IL,15,2
152,Nurse/Others,IL,16,3
152,Nurse/Others,IL,17,2
152,Nurse/Others,IL,18,4
152,Nurse/Others,IL,19,2
152,Nurse/Others,IL,20,4
152,Nurse/Others,IL,21,6
152,Nurse/Others,IL,22,4
152,Nurse/Others,IL,23,5
152,Nurse/Others,IL,24,5
712,Others,FL,1,5
712,Others,FL,2,5
712,Others,FL,3,5
712,Others,FL,4,5
712,Others,FL,5,5
712,Others,FL,6,5
712,Others,FL,7,5
712,Others,FL,8,5
712,Others,FL,9,5
712,Others,FL,10,5
712,Others,FL,11,5
712,Others,FL,12,5
712,Others,FL,13,5
712,Others,FL,14,5
712,Others,FL,15,5
712,Others,FL,16,5
712,Others,FL,17,5
712,Others,FL,18,5
712,Others,FL,19,5
712,Others,FL,20,5
712,Others,FL,21,5
712,Others,FL,22,5
712,Others,FL,23,5
712,Others,FL,24,5
682,Physician,CA,1,3
682,Physician,CA,2,3
682,Physician,CA,3,3
682,Physician,CA,4,3
682,Physician,CA,5,3
682,Physician,CA,6,3
682,Physician,CA,7,3
682,Physician,CA,8,3
682,Physician,CA,9,3
682,Physician,CA,10,3
682,Physician,CA,11,3
682,Physician,CA,12,3
682,Physician,CA,13,3
682,Physician,CA,14,3
682,Physician,CA,15,3
682,Physician,CA,16,3
682,Physician,CA,17,3
682,Physician,CA,18,3
682,Physician,CA,19,3
682,Physician,CA,20,3
682,Physician,CA,21,3
682,Physician,CA,22,3
682,Physician,CA,23,3
682,Physician,CA,24,3
790,Physician,NY,1,1
790,Physician,NY,2,4
790,Physician,NY,3,1
790,Physician,NY,4,5
790,Physician,NY,5,4
790,Physician,NY,6,6
790,Physician,NY,7,3
790,Physician,NY,8,2
790,Physician,NY,9,6
790,Physician,NY,10,4
790,Physician,NY,11,6
790,Physician,NY,12,4
790,Physician,NY,13,5
790,Physician,NY,14,6
790,Physician,NY,15,1
790,Physician,NY,16,3
790,Physician,NY,17,5
790,Physician,NY,18,3
790,Physician,NY,19,2
790,Physician,NY,20,3
790,Physician,NY,21,4
790,Physician,NY,22,6
790,Physician,NY,23,1
790,Physician,NY,24,1
759,Physician,MI,1,2
759,Physician,MI,2,5
759,Physician,MI,3,6
759,Physician,MI,4,6
759,Physician,MI,5,1
759,Physician,MI,6,3
759,Physician,MI,7,5
759,Physician,MI,8,3
759,Physician,MI,9,2
759,Physician,MI,10,1
759,Physician,MI,11,1
759,Physician,MI,12,5
759,Physician,MI,13,5
759,Physician,MI,14,2
759,Physician,MI,15,5
759,Physician,MI,16,5
759,Physician,MI,17,4
